m,s,min_svd_list,max_svd_list,avg_time
900,215,"[0.6813116085371292, 0.6854855676066052, 0.6780428750273448, 0.6766321886929707, 0.6662818268045201, 0.6815775304663749, 0.660824653421837, 0.6720955012813766, 0.6714119489035337, 0.6617230454481113, 0.6705744478355578, 0.6654049160901252, 0.6620761734169204, 0.6736190531480559, 0.657367211772789, 0.663583227011716, 0.6665781906676346, 0.68233973546414, 0.6703826190492533, 0.6704464739079303]","[1.32616610993569, 1.325763090730898, 1.3172680172286277, 1.328513838714828, 1.3243235805659634, 1.3082184341454965, 1.3104188254522953, 1.3265728266399686, 1.3258667439674379, 1.3067104462276384, 1.3302467421151494, 1.3147942300923197, 1.3214855315644238, 1.3291634793712555, 1.3074475670325336, 1.3331741527097798, 1.3245210824758196, 1.3415512120482143, 1.3103653810365261, 1.3087004738377703]",0.11331136226654052
900,220,"[0.6819034979933423, 0.6425918875078499, 0.6668102076505213, 0.6790358291984242, 0.680911999690327, 0.6854745017089102, 0.6978632410638917, 0.68262520514304, 0.6629025041436855, 0.6726777951071898, 0.6726492717581044, 0.6638478214499633, 0.6716090055055142, 0.6702562896886483, 0.6626171791620686, 0.6834896913772417, 0.6830225401027933, 0.6606790594991223, 0.6815643904622368, 0.6909046378363479]","[1.2981216430260243, 1.327686256308818, 1.315459287182101, 1.3339278277722066, 1.3222874079868847, 1.3056067843402992, 1.3242607820658197, 1.3325879072519242, 1.324481823075818, 1.3224010099705037, 1.321068279662561, 1.3212259555308605, 1.3131738705130416, 1.322847468090115, 1.3292522208061623, 1.3194329151322601, 1.3066697224093153, 1.3341736111490843, 1.3343383521385006, 1.3460024808119673]",0.11416454315185547
900,225,"[0.6829676684236071, 0.6837842264067365, 0.6653352700632102, 0.6819611000968729, 0.6691515054875059, 0.6798398695686786, 0.6697658141863282, 0.6610418988401632, 0.6730500525261336, 0.6705529180039738, 0.6906856640694663, 0.680904562808632, 0.6610401648769872, 0.6773403895681538, 0.6810956044821197, 0.6699768485715788, 0.6610836795253721, 0.6671418490251225, 0.6754829287687186, 0.6837420397157823]","[1.3297299306688228, 1.32995583711253, 1.3249969870159792, 1.3207051955093077, 1.348293917607853, 1.3265380789582004, 1.312269727638243, 1.3078278866117363, 1.328946587859792, 1.3115031772890284, 1.3215358626843814, 1.3334441402223027, 1.315055580190029, 1.338609909634403, 1.329357959119933, 1.3340618513754317, 1.3168620550872727, 1.320593261382432, 1.3126851854920056, 1.3121407812056884]",0.1133274793624878
900,230,"[0.68333738976734, 0.6566007008312983, 0.6733456557236774, 0.660579383524869, 0.6797967136720919, 0.6831766263857362, 0.6728980621506104, 0.6725755436019997, 0.6762531982760812, 0.68189157688886, 0.6556364797379485, 0.6780165602580668, 0.6676692369421591, 0.6665009478617707, 0.6770284304517462, 0.6803567477525065, 0.6726159519260282, 0.6761983167753748, 0.6689246974045759, 0.6828491370010834]","[1.3350839031715, 1.3249388317460464, 1.3228868882880327, 1.3261006045282036, 1.3264984359414909, 1.3264748830505064, 1.3257563596952195, 1.3345637445585838, 1.329672154551763, 1.3231034410925897, 1.32091907824052, 1.3052939281319977, 1.326013913337981, 1.3221847803724023, 1.317925257555252, 1.33178198674244, 1.3080662217139865, 1.3187052428664856, 1.288021282715025, 1.324904328771994]",0.1149981141090393
900,235,"[0.6760337047519254, 0.6667248082806044, 0.6696005530945314, 0.6830323940110677, 0.6674954757498558, 0.6814477042831738, 0.6848538741269762, 0.6565376976313719, 0.6726254225923415, 0.6565600815158893, 0.6566991514127113, 0.6516200924586418, 0.678369794999725, 0.6778741660267612, 0.685171738034559, 0.6819610779811753, 0.682337384411528, 0.6757419163469772, 0.66721595767907, 0.682564507076321]","[1.3152697715793646, 1.3162508072939108, 1.326938346424431, 1.3274962504606977, 1.3217352122828332, 1.332602603859901, 1.3167147700039186, 1.315529521313547, 1.3331528324047426, 1.3226846747396914, 1.3271993254130978, 1.3192786925248496, 1.3137085388998997, 1.3156510539306847, 1.309931355877332, 1.3315262937975663, 1.3237642434377488, 1.3287398331528224, 1.3085076133235107, 1.327171913753172]",0.11833328008651733
900,240,"[0.6861467334263601, 0.6780089511628928, 0.6773147217150027, 0.6728586328960455, 0.666347931033589, 0.6682639131734395, 0.678451927864611, 0.6760601713992973, 0.6798511339541766, 0.6765799748830373, 0.687178087287287, 0.6755997811241022, 0.685733985841429, 0.6843234121905356, 0.6674688313613218, 0.6951647483129816, 0.6782018011243804, 0.6766829896892372, 0.6721452850712235, 0.6781416115607577]","[1.3321224869919843, 1.3240566385490828, 1.3222209563432277, 1.3209634799083907, 1.3259451673572045, 1.3291280911231205, 1.3137640305646383, 1.309157831646067, 1.3276305641611585, 1.3335570059664168, 1.314433179483072, 1.3222092865440072, 1.3144813235457933, 1.3204960879049155, 1.3215144960131608, 1.3137507486392743, 1.3253985968550097, 1.3215277763397126, 1.3167010609442478, 1.3196292926330477]",0.12505757808685303
900,245,"[0.6727174412496277, 0.6933464783519545, 0.6905543147914288, 0.6814932748455355, 0.6774561489523726, 0.6760752599095887, 0.687676705039084, 0.6639513177989294, 0.6800514759557531, 0.6687076897948692, 0.6505116859022674, 0.6776893012774818, 0.6670266283143014, 0.6571775928788709, 0.6843250640860128, 0.6865526875922716, 0.6825397174890121, 0.677090155068212, 0.6638016270583332, 0.6506856114747194]","[1.3078024189049016, 1.319828258787852, 1.3307607420847645, 1.314839643649524, 1.3134327602120757, 1.3464391653553802, 1.3144888787344282, 1.3262330278631602, 1.319805315897219, 1.300720150708573, 1.3182397809664368, 1.3249743182978075, 1.3224310117874922, 1.3139005087127449, 1.3277630993238658, 1.331728609259899, 1.3378044744875763, 1.310238361311907, 1.3129352514084762, 1.3203537961882947]",0.13428419828414917
900,250,"[0.6781935927510618, 0.6706347918839551, 0.6699958704930935, 0.6779004714165433, 0.6720944715454462, 0.6589187540299016, 0.6805195047131778, 0.6780064115460859, 0.6844687156804974, 0.6870191069586059, 0.6805204611616186, 0.6706153164020355, 0.6818797496338892, 0.6656970097933319, 0.6687506309242995, 0.6622444364554692, 0.6809279570175953, 0.675095660279082, 0.6729571738660661, 0.6803494515955297]","[1.3084741008225929, 1.321661482537164, 1.326186355770227, 1.330637423599543, 1.3131362138785687, 1.3103307002437736, 1.3252397612793891, 1.325444457080638, 1.2961755286144003, 1.3096721963960523, 1.3095935965210157, 1.3179701438920195, 1.3328191494836374, 1.3208871131613211, 1.3214216988552956, 1.3328269552130199, 1.3183459065339687, 1.341253500182813, 1.3274225323648248, 1.3176621395302124]",0.13142361640930175
900,255,"[0.6707991721781026, 0.6733983180595392, 0.673693319094024, 0.6800329692590302, 0.6695297287712654, 0.6818938036832158, 0.6727177196327021, 0.6868149781169763, 0.6745188441231497, 0.6727814120342895, 0.6713856661504111, 0.6760435445548821, 0.6803879569548466, 0.68508533109373, 0.6961352177319625, 0.6851098518597124, 0.6773438837835168, 0.6735646581156746, 0.6903296389683707, 0.6895200595857511]","[1.32984033691118, 1.3279938864233707, 1.3139748159337938, 1.3396009865456593, 1.3332709287036884, 1.3229174164918887, 1.3159314133881772, 1.3136827053934295, 1.3167709190033203, 1.2997656936593174, 1.3536289364031304, 1.3262609944929147, 1.3261238686738974, 1.313721709605157, 1.3093548132350672, 1.327313634553358, 1.3304869057094981, 1.32668818628793, 1.337162731897209, 1.3296878011239395]",0.12173982858657836
900,260,"[0.6795308107862046, 0.6831321035913057, 0.6829134210002873, 0.672982264382801, 0.6729284597410194, 0.6678273725897467, 0.6842628911816737, 0.6651667654145258, 0.6604690925463503, 0.6714712081893345, 0.6840843102049959, 0.6798009428729084, 0.6844994391282423, 0.6698368262347961, 0.6845266100639112, 0.68102532902499, 0.6783580866999387, 0.6809592104689215, 0.6828654479471887, 0.680767801302532]","[1.3246083287210868, 1.3125390545636635, 1.3342067056609297, 1.3126864404857883, 1.3241626994737232, 1.3377595670420201, 1.3501325144583483, 1.3155572991806543, 1.3291514842152077, 1.3296240494609337, 1.3212120046597657, 1.3245593403428253, 1.321816262070321, 1.3300308075526217, 1.324171693660516, 1.3249469338417086, 1.3284879469199737, 1.304881581000621, 1.319192794702587, 1.3013539563559664]",0.12438586950302125
900,265,"[0.6827137636967873, 0.6822057665794368, 0.6831668061796529, 0.6681139218204327, 0.6879081051640837, 0.6828613426905397, 0.6861718382857569, 0.6896743088041941, 0.6770658404600831, 0.6781893985154234, 0.6764867573616559, 0.6774497874606319, 0.6819580626204417, 0.6754896564019528, 0.6765729898300983, 0.6795414896477311, 0.6726653190511154, 0.6893253991996284, 0.6793390966120252, 0.681984770311236]","[1.3157190491986774, 1.3068378275971668, 1.3282173051293846, 1.3116515768411847, 1.333116197159045, 1.3133837418108458, 1.3257874580852618, 1.3071125412545572, 1.3298232968052406, 1.3115366263134252, 1.3142387705639975, 1.3401854854478206, 1.3068689177709443, 1.3082950722058941, 1.3210508487808115, 1.3158764099161617, 1.3115560287360408, 1.3281484648608737, 1.330598413749303, 1.304227563200894]",0.12395021915435792
900,270,"[0.6818214613290523, 0.6723891919400415, 0.6836327999697364, 0.6792147532928091, 0.6857452758021122, 0.681272498074792, 0.6759525307153909, 0.6831992559930663, 0.6745931025733154, 0.6744303590223351, 0.6790853768816547, 0.6712406059561588, 0.6822162865682843, 0.6893396623401951, 0.6588998430334696, 0.6669832232077917, 0.6735422382342731, 0.6802726687040639, 0.6846510232434582, 0.6722466053555031]","[1.368430982583904, 1.3207058491343209, 1.3119949380210625, 1.3229906343869806, 1.3456869364300448, 1.3291779484098205, 1.324826575406412, 1.3191759462969452, 1.315397055709432, 1.3035823343698238, 1.326973972944773, 1.317841924662777, 1.296522390111931, 1.3145795757898497, 1.3248814206778254, 1.3144719389633595, 1.319692604394069, 1.3188843447408756, 1.3260520460063976, 1.3187660498708897]",0.12664446830749512
900,275,"[0.6849189874627153, 0.6682603375431319, 0.6698583172445566, 0.6715133356542821, 0.6651432478873271, 0.6695180354946444, 0.6845271468319183, 0.6541571251847635, 0.6703642048819513, 0.6765091714099393, 0.6882080776744348, 0.6833114765443209, 0.6689614149147544, 0.6651439791345939, 0.6690732225050131, 0.6832647363796149, 0.6776349796796106, 0.6746102172059019, 0.6701953290964582, 0.655917357116703]","[1.3117623056639447, 1.3359231431248955, 1.3374178025099035, 1.3207036353376937, 1.3186700405770024, 1.3311112342347475, 1.3078132329489038, 1.3392091923162353, 1.3135592230167135, 1.3253750409660485, 1.3133721121082054, 1.3267522133070042, 1.3139836913987843, 1.3337932611049472, 1.3074107501203782, 1.3123136706827137, 1.3123548984031859, 1.3373838468738137, 1.318543704229803, 1.3092227286564055]",0.1257704734802246
900,280,"[0.6738645879440782, 0.669119393574566, 0.645155015422926, 0.6820398379156178, 0.6850970321991301, 0.6889022198380786, 0.6752389577508907, 0.6688459394545277, 0.6771568543176193, 0.6848379826354926, 0.6681375739304983, 0.6700135394573619, 0.6659547165094921, 0.6802858173271523, 0.6709548658889869, 0.6578226188300719, 0.6903991308954022, 0.6543373952904135, 0.672612989157848, 0.6935846211946397]","[1.3251429192849389, 1.3246295546481621, 1.3153944915787843, 1.3061445588478604, 1.3081116726212918, 1.3291498713021692, 1.3150238730025199, 1.3196596961901352, 1.3139031091265563, 1.3255477370876714, 1.3131864681681955, 1.3133349056511052, 1.3079225512440182, 1.323957506887666, 1.3161713819951861, 1.3174326144228858, 1.3181926373318036, 1.3285407907779314, 1.3179033085682543, 1.3277399191646968]",0.12601934671401976
900,285,"[0.6872801041711821, 0.680016496727079, 0.6867491762658923, 0.6536517059695977, 0.6695619258610757, 0.675981987895008, 0.6851546545725187, 0.6596518905659079, 0.680447711167555, 0.6856115292741293, 0.6697900398861489, 0.6908728999860613, 0.6811639356040042, 0.687339970536517, 0.668781357162195, 0.676254221423142, 0.6753662677292314, 0.6693691794045041, 0.6839957744561412, 0.6789111143059766]","[1.3259301046866152, 1.3329459860632507, 1.3232558500634053, 1.3163091701115253, 1.3188725316214107, 1.3122677855615896, 1.323414918386614, 1.3323478368246724, 1.3168249368852583, 1.3174616296761799, 1.3346655628795296, 1.3069727839077092, 1.305784174241725, 1.3099615971746612, 1.3300996240511223, 1.3381123009287748, 1.3323242111038376, 1.3148598983691242, 1.3277426730413093, 1.3235802770291922]",0.128212571144104
900,290,"[0.662529632669204, 0.6753951554131222, 0.685947087669229, 0.683632449425289, 0.6733210992632974, 0.6798820074111378, 0.680201019358145, 0.6556522280590087, 0.682977115590459, 0.6692463121229366, 0.6794308476578841, 0.6646156740512845, 0.6794607298619202, 0.6759376915311401, 0.6811987707856819, 0.6719327998150254, 0.6783352567029629, 0.6521200310684628, 0.6827837882949589, 0.6744505654698911]","[1.3293834935135618, 1.3071807844297898, 1.3199611475922466, 1.3164316990393996, 1.302588875130168, 1.3181831976276082, 1.3274568842301842, 1.346906669410916, 1.3159334735786528, 1.312625932237694, 1.3221804541417121, 1.318365134769743, 1.3118722399377016, 1.3065829269667875, 1.332178847533012, 1.3119983662880808, 1.3317054750786592, 1.3057620284425617, 1.3322235786502552, 1.324451323785631]",0.1283508539199829
900,295,"[0.6856138789173286, 0.6734086665448341, 0.684487814272324, 0.6725725666552635, 0.6819664036826945, 0.6649356707395977, 0.6775947394154114, 0.6629695087515579, 0.6903883104335649, 0.6655002166856294, 0.6939631269182392, 0.6757586193352239, 0.6804550671860001, 0.6779523233790636, 0.6799037474643, 0.6766707504090407, 0.6765182417606008, 0.6836601521872463, 0.6737960199645516, 0.6759587616770665]","[1.338679356160406, 1.3188680015680352, 1.3291220586063655, 1.319759338340896, 1.3141565093305072, 1.3215570360339408, 1.3305502767988115, 1.3222118894739663, 1.325890715211206, 1.3295537194088343, 1.321456324770856, 1.31078367656608, 1.3161581677703769, 1.3265247091629073, 1.3374927482824122, 1.3182489576397365, 1.3206788123197566, 1.3108716424089273, 1.3075267165408284, 1.3171442779895544]",0.12830790281295776
900,300,"[0.6595680884051929, 0.6829459813046102, 0.6752919113545633, 0.6818074793053904, 0.6780948019878886, 0.6861601199526336, 0.6698321660571369, 0.6602278488181111, 0.664732223893943, 0.6725504647411844, 0.6678626381327035, 0.6581481351518345, 0.6799886264025182, 0.6789105522827529, 0.6721837353900545, 0.678659160306222, 0.6661799039245249, 0.6809922014697327, 0.6755643252294219, 0.6817779613589592]","[1.326744206544339, 1.3334733357881798, 1.3300537344766323, 1.2994983581264423, 1.3272806005847853, 1.341787153269821, 1.3000690952541698, 1.3067281260212409, 1.330240740980473, 1.3145324986407012, 1.31832336778809, 1.322424395864422, 1.3267146394661549, 1.3068628666114146, 1.3345338239275055, 1.3261577489756835, 1.3260299483795355, 1.3225472507370961, 1.321144692249216, 1.3229496171683863]",0.13269007205963135
900,305,"[0.6783364290681134, 0.6747776954801114, 0.666825184603608, 0.6537285886850952, 0.6812414111996125, 0.6564079911654659, 0.6626791957665528, 0.6715089505190288, 0.6773581539496291, 0.6812999294388135, 0.6742515298789291, 0.6768962102339396, 0.6655472247821216, 0.6781491989642077, 0.6658684274614398, 0.6878081419934801, 0.6906054125753868, 0.6704531598869524, 0.6759286981442904, 0.6779545561024239]","[1.3144289284787947, 1.3171929046252968, 1.3159655868416802, 1.313583954961006, 1.3215180877985544, 1.3266112532108134, 1.3268878392223595, 1.3106658945479608, 1.3116547230436442, 1.3090666181884694, 1.332298078462523, 1.3228135520142805, 1.3208850998182409, 1.3151289465059337, 1.3197681038944709, 1.3290422236650166, 1.3312128032429298, 1.3043932091222061, 1.3294814779333037, 1.3205258189894802]",0.13066638708114625
900,310,"[0.6789655970835188, 0.681581910004435, 0.6702355475693751, 0.6695676788577413, 0.6796372671430404, 0.6632659017359606, 0.6894877095186475, 0.6762937830470158, 0.6650643101325979, 0.6653849587124856, 0.6728041786263111, 0.6564639048181434, 0.6665819933405367, 0.6845396472510125, 0.680522195549532, 0.6901197841978635, 0.691077206070655, 0.6822073354288009, 0.6732106072704633, 0.6902416209018788]","[1.3163994592456119, 1.3030687952234257, 1.317130184467404, 1.3170008398504953, 1.3076287984201345, 1.3121372993309892, 1.324606180869189, 1.316391697902194, 1.3261182967530667, 1.3204531907125872, 1.3295361137861819, 1.3238132729993193, 1.3223803369264087, 1.3017489661088444, 1.3189737110782893, 1.3273957396169855, 1.3251089701020438, 1.3376886197596127, 1.3156595768978518, 1.332050147672013]",0.12999809980392457
900,315,"[0.678439615600113, 0.6629023847238843, 0.6795784301697394, 0.6705383650176072, 0.6590038923709084, 0.6825038718835772, 0.6808318433046809, 0.6699788891206474, 0.6703532700798771, 0.6818968581742987, 0.6683165990655302, 0.6708890736438547, 0.6824830254183265, 0.6802393071027656, 0.6730286159321914, 0.6670883178275702, 0.6768970065574019, 0.6800534584443032, 0.6645614604881241, 0.6774719264733593]","[1.309175621528402, 1.323351194930524, 1.3033339421706156, 1.3280153824073366, 1.3050003168864341, 1.2969598700353242, 1.3030099767668628, 1.3239937957942989, 1.3098207049055346, 1.3179209029115078, 1.3307733048046482, 1.3216937513477098, 1.3250141498681134, 1.3237907267395264, 1.306226946881824, 1.325194975699226, 1.319715460569582, 1.313754654662651, 1.3189561652284463, 1.3314888114506256]",0.13080954551696777
